id,date,country,store,product,num_sold
106819,01/04/2013,Singapore,Discount Stickers,Kerneler Dark Mode,514
106820,01/04/2013,Singapore,Stickers for Less,Holographic Goose,249
106821,01/04/2013,Singapore,Stickers for Less,Kaggle,1714
106822,01/04/2013,Singapore,Stickers for Less,Kaggle Tiers,1304
106823,01/04/2013,Singapore,Stickers for Less,Kerneler,618
106824,01/04/2013,Singapore,Stickers for Less,Kerneler Dark Mode,1155
106825,01/04/2013,Singapore,Premium Sticker Mart,Holographic Goose,247
106826,01/04/2013,Singapore,Premium Sticker Mart,Kaggle,2070
106827,01/04/2013,Singapore,Premium Sticker Mart,Kaggle Tiers,1599
106828,01/04/2013,Singapore,Premium Sticker Mart,Kerneler,684
106829,01/04/2013,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1239
106830,02/04/2013,Canada,Discount Stickers,Holographic Goose,
106831,02/04/2013,Canada,Discount Stickers,Kaggle,739
106832,02/04/2013,Canada,Discount Stickers,Kaggle Tiers,534
106833,02/04/2013,Canada,Discount Stickers,Kerneler,231
106834,02/04/2013,Canada,Discount Stickers,Kerneler Dark Mode,463
106835,02/04/2013,Canada,Stickers for Less,Holographic Goose,
106836,02/04/2013,Canada,Stickers for Less,Kaggle,1477
106837,02/04/2013,Canada,Stickers for Less,Kaggle Tiers,1200
106838,02/04/2013,Canada,Stickers for Less,Kerneler,530
106839,02/04/2013,Canada,Stickers for Less,Kerneler Dark Mode,970
106840,02/04/2013,Canada,Premium Sticker Mart,Holographic Goose,238
106841,02/04/2013,Canada,Premium Sticker Mart,Kaggle,1773
106842,02/04/2013,Canada,Premium Sticker Mart,Kaggle Tiers,1302
106843,02/04/2013,Canada,Premium Sticker Mart,Kerneler,664
106844,02/04/2013,Canada,Premium Sticker Mart,Kerneler Dark Mode,1105
106845,02/04/2013,Finland,Discount Stickers,Holographic Goose,105
106846,02/04/2013,Finland,Discount Stickers,Kaggle,811
106847,02/04/2013,Finland,Discount Stickers,Kaggle Tiers,636
106848,02/04/2013,Finland,Discount Stickers,Kerneler,295
106849,02/04/2013,Finland,Discount Stickers,Kerneler Dark Mode,482
106850,02/04/2013,Finland,Stickers for Less,Holographic Goose,230
106851,02/04/2013,Finland,Stickers for Less,Kaggle,1634
106852,02/04/2013,Finland,Stickers for Less,Kaggle Tiers,1119
106853,02/04/2013,Finland,Stickers for Less,Kerneler,511
106854,02/04/2013,Finland,Stickers for Less,Kerneler Dark Mode,964
106855,02/04/2013,Finland,Premium Sticker Mart,Holographic Goose,250
106856,02/04/2013,Finland,Premium Sticker Mart,Kaggle,1893
106857,02/04/2013,Finland,Premium Sticker Mart,Kaggle Tiers,1501
106858,02/04/2013,Finland,Premium Sticker Mart,Kerneler,664
106859,02/04/2013,Finland,Premium Sticker Mart,Kerneler Dark Mode,1117
106860,02/04/2013,Italy,Discount Stickers,Holographic Goose,67
106861,02/04/2013,Italy,Discount Stickers,Kaggle,488
106862,02/04/2013,Italy,Discount Stickers,Kaggle Tiers,364
106863,02/04/2013,Italy,Discount Stickers,Kerneler,186
106864,02/04/2013,Italy,Discount Stickers,Kerneler Dark Mode,316
106865,02/04/2013,Italy,Stickers for Less,Holographic Goose,132
106866,02/04/2013,Italy,Stickers for Less,Kaggle,999
106867,02/04/2013,Italy,Stickers for Less,Kaggle Tiers,706
106868,02/04/2013,Italy,Stickers for Less,Kerneler,406
106869,02/04/2013,Italy,Stickers for Less,Kerneler Dark Mode,630
106870,02/04/2013,Italy,Premium Sticker Mart,Holographic Goose,172
106871,02/04/2013,Italy,Premium Sticker Mart,Kaggle,1187
106872,02/04/2013,Italy,Premium Sticker Mart,Kaggle Tiers,1015
106873,02/04/2013,Italy,Premium Sticker Mart,Kerneler,455
106874,02/04/2013,Italy,Premium Sticker Mart,Kerneler Dark Mode,793
106875,02/04/2013,Kenya,Discount Stickers,Holographic Goose,
106876,02/04/2013,Kenya,Discount Stickers,Kaggle,17
106877,02/04/2013,Kenya,Discount Stickers,Kaggle Tiers,12
106878,02/04/2013,Kenya,Discount Stickers,Kerneler,6
106879,02/04/2013,Kenya,Discount Stickers,Kerneler Dark Mode,10
106880,02/04/2013,Kenya,Stickers for Less,Holographic Goose,
106881,02/04/2013,Kenya,Stickers for Less,Kaggle,41
106882,02/04/2013,Kenya,Stickers for Less,Kaggle Tiers,30
106883,02/04/2013,Kenya,Stickers for Less,Kerneler,12
106884,02/04/2013,Kenya,Stickers for Less,Kerneler Dark Mode,23
106885,02/04/2013,Kenya,Premium Sticker Mart,Holographic Goose,6
106886,02/04/2013,Kenya,Premium Sticker Mart,Kaggle,45
106887,02/04/2013,Kenya,Premium Sticker Mart,Kaggle Tiers,32
106888,02/04/2013,Kenya,Premium Sticker Mart,Kerneler,16
106889,02/04/2013,Kenya,Premium Sticker Mart,Kerneler Dark Mode,28
106890,02/04/2013,Norway,Discount Stickers,Holographic Goose,231
106891,02/04/2013,Norway,Discount Stickers,Kaggle,1874
106892,02/04/2013,Norway,Discount Stickers,Kaggle Tiers,1440
106893,02/04/2013,Norway,Discount Stickers,Kerneler,646
106894,02/04/2013,Norway,Discount Stickers,Kerneler Dark Mode,1035
106895,02/04/2013,Norway,Stickers for Less,Holographic Goose,474
106896,02/04/2013,Norway,Stickers for Less,Kaggle,3085
106897,02/04/2013,Norway,Stickers for Less,Kaggle Tiers,2633
106898,02/04/2013,Norway,Stickers for Less,Kerneler,1311
106899,02/04/2013,Norway,Stickers for Less,Kerneler Dark Mode,2238
106900,02/04/2013,Norway,Premium Sticker Mart,Holographic Goose,582
106901,02/04/2013,Norway,Premium Sticker Mart,Kaggle,4167
106902,02/04/2013,Norway,Premium Sticker Mart,Kaggle Tiers,3224
106903,02/04/2013,Norway,Premium Sticker Mart,Kerneler,1612
106904,02/04/2013,Norway,Premium Sticker Mart,Kerneler Dark Mode,2523
106905,02/04/2013,Singapore,Discount Stickers,Holographic Goose,111
106906,02/04/2013,Singapore,Discount Stickers,Kaggle,820
106907,02/04/2013,Singapore,Discount Stickers,Kaggle Tiers,689
106908,02/04/2013,Singapore,Discount Stickers,Kerneler,318
106909,02/04/2013,Singapore,Discount Stickers,Kerneler Dark Mode,519
106910,02/04/2013,Singapore,Stickers for Less,Holographic Goose,195
106911,02/04/2013,Singapore,Stickers for Less,Kaggle,1605
106912,02/04/2013,Singapore,Stickers for Less,Kaggle Tiers,1267
106913,02/04/2013,Singapore,Stickers for Less,Kerneler,631
106914,02/04/2013,Singapore,Stickers for Less,Kerneler Dark Mode,1148
106915,02/04/2013,Singapore,Premium Sticker Mart,Holographic Goose,273
106916,02/04/2013,Singapore,Premium Sticker Mart,Kaggle,2157
106917,02/04/2013,Singapore,Premium Sticker Mart,Kaggle Tiers,1638
106918,02/04/2013,Singapore,Premium Sticker Mart,Kerneler,786
106919,02/04/2013,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1249
106920,03/04/2013,Canada,Discount Stickers,Holographic Goose,
106921,03/04/2013,Canada,Discount Stickers,Kaggle,762
106922,03/04/2013,Canada,Discount Stickers,Kaggle Tiers,514
106923,03/04/2013,Canada,Discount Stickers,Kerneler,257
106924,03/04/2013,Canada,Discount Stickers,Kerneler Dark Mode,456
106925,03/04/2013,Canada,Stickers for Less,Holographic Goose,207
106926,03/04/2013,Canada,Stickers for Less,Kaggle,1464
106927,03/04/2013,Canada,Stickers for Less,Kaggle Tiers,1215
106928,03/04/2013,Canada,Stickers for Less,Kerneler,555
106929,03/04/2013,Canada,Stickers for Less,Kerneler Dark Mode,879
106930,03/04/2013,Canada,Premium Sticker Mart,Holographic Goose,232
106931,03/04/2013,Canada,Premium Sticker Mart,Kaggle,1781
106932,03/04/2013,Canada,Premium Sticker Mart,Kaggle Tiers,1301
106933,03/04/2013,Canada,Premium Sticker Mart,Kerneler,565
106934,03/04/2013,Canada,Premium Sticker Mart,Kerneler Dark Mode,1035
106935,03/04/2013,Finland,Discount Stickers,Holographic Goose,112
106936,03/04/2013,Finland,Discount Stickers,Kaggle,840
106937,03/04/2013,Finland,Discount Stickers,Kaggle Tiers,654
106938,03/04/2013,Finland,Discount Stickers,Kerneler,307
106939,03/04/2013,Finland,Discount Stickers,Kerneler Dark Mode,541
106940,03/04/2013,Finland,Stickers for Less,Holographic Goose,234
106941,03/04/2013,Finland,Stickers for Less,Kaggle,1509
106942,03/04/2013,Finland,Stickers for Less,Kaggle Tiers,1281
106943,03/04/2013,Finland,Stickers for Less,Kerneler,615
106944,03/04/2013,Finland,Stickers for Less,Kerneler Dark Mode,1047
106945,03/04/2013,Finland,Premium Sticker Mart,Holographic Goose,244
106946,03/04/2013,Finland,Premium Sticker Mart,Kaggle,1966
106947,03/04/2013,Finland,Premium Sticker Mart,Kaggle Tiers,1372
106948,03/04/2013,Finland,Premium Sticker Mart,Kerneler,755
106949,03/04/2013,Finland,Premium Sticker Mart,Kerneler Dark Mode,1265
106950,03/04/2013,Italy,Discount Stickers,Holographic Goose,62
106951,03/04/2013,Italy,Discount Stickers,Kaggle,536
106952,03/04/2013,Italy,Discount Stickers,Kaggle Tiers,390
106953,03/04/2013,Italy,Discount Stickers,Kerneler,197
106954,03/04/2013,Italy,Discount Stickers,Kerneler Dark Mode,312
106955,03/04/2013,Italy,Stickers for Less,Holographic Goose,137
106956,03/04/2013,Italy,Stickers for Less,Kaggle,1012
106957,03/04/2013,Italy,Stickers for Less,Kaggle Tiers,852
106958,03/04/2013,Italy,Stickers for Less,Kerneler,366
106959,03/04/2013,Italy,Stickers for Less,Kerneler Dark Mode,641
106960,03/04/2013,Italy,Premium Sticker Mart,Holographic Goose,159
106961,03/04/2013,Italy,Premium Sticker Mart,Kaggle,1287
106962,03/04/2013,Italy,Premium Sticker Mart,Kaggle Tiers,966
106963,03/04/2013,Italy,Premium Sticker Mart,Kerneler,472
106964,03/04/2013,Italy,Premium Sticker Mart,Kerneler Dark Mode,790
106965,03/04/2013,Kenya,Discount Stickers,Holographic Goose,
106966,03/04/2013,Kenya,Discount Stickers,Kaggle,18
106967,03/04/2013,Kenya,Discount Stickers,Kaggle Tiers,15
106968,03/04/2013,Kenya,Discount Stickers,Kerneler,6
106969,03/04/2013,Kenya,Discount Stickers,Kerneler Dark Mode,11
106970,03/04/2013,Kenya,Stickers for Less,Holographic Goose,
106971,03/04/2013,Kenya,Stickers for Less,Kaggle,37
106972,03/04/2013,Kenya,Stickers for Less,Kaggle Tiers,29
106973,03/04/2013,Kenya,Stickers for Less,Kerneler,12
106974,03/04/2013,Kenya,Stickers for Less,Kerneler Dark Mode,23
106975,03/04/2013,Kenya,Premium Sticker Mart,Holographic Goose,5
106976,03/04/2013,Kenya,Premium Sticker Mart,Kaggle,45
106977,03/04/2013,Kenya,Premium Sticker Mart,Kaggle Tiers,34
106978,03/04/2013,Kenya,Premium Sticker Mart,Kerneler,16
106979,03/04/2013,Kenya,Premium Sticker Mart,Kerneler Dark Mode,24
106980,03/04/2013,Norway,Discount Stickers,Holographic Goose,238
106981,03/04/2013,Norway,Discount Stickers,Kaggle,1765
106982,03/04/2013,Norway,Discount Stickers,Kaggle Tiers,1386
106983,03/04/2013,Norway,Discount Stickers,Kerneler,675
106984,03/04/2013,Norway,Discount Stickers,Kerneler Dark Mode,1092
106985,03/04/2013,Norway,Stickers for Less,Holographic Goose,486
106986,03/04/2013,Norway,Stickers for Less,Kaggle,3586
106987,03/04/2013,Norway,Stickers for Less,Kaggle Tiers,2614
106988,03/04/2013,Norway,Stickers for Less,Kerneler,1352
106989,03/04/2013,Norway,Stickers for Less,Kerneler Dark Mode,2322
106990,03/04/2013,Norway,Premium Sticker Mart,Holographic Goose,625
106991,03/04/2013,Norway,Premium Sticker Mart,Kaggle,4246
106992,03/04/2013,Norway,Premium Sticker Mart,Kaggle Tiers,3442
106993,03/04/2013,Norway,Premium Sticker Mart,Kerneler,1592
106994,03/04/2013,Norway,Premium Sticker Mart,Kerneler Dark Mode,2578
106995,03/04/2013,Singapore,Discount Stickers,Holographic Goose,118
106996,03/04/2013,Singapore,Discount Stickers,Kaggle,907
106997,03/04/2013,Singapore,Discount Stickers,Kaggle Tiers,653
106998,03/04/2013,Singapore,Discount Stickers,Kerneler,295
106999,03/04/2013,Singapore,Discount Stickers,Kerneler Dark Mode,532
107000,03/04/2013,Singapore,Stickers for Less,Holographic Goose,237
107001,03/04/2013,Singapore,Stickers for Less,Kaggle,1892
107002,03/04/2013,Singapore,Stickers for Less,Kaggle Tiers,1392
107003,03/04/2013,Singapore,Stickers for Less,Kerneler,648
107004,03/04/2013,Singapore,Stickers for Less,Kerneler Dark Mode,1128
107005,03/04/2013,Singapore,Premium Sticker Mart,Holographic Goose,274
107006,03/04/2013,Singapore,Premium Sticker Mart,Kaggle,1992
107007,03/04/2013,Singapore,Premium Sticker Mart,Kaggle Tiers,1564
107008,03/04/2013,Singapore,Premium Sticker Mart,Kerneler,717
107009,03/04/2013,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1268
107010,04/04/2013,Canada,Discount Stickers,Holographic Goose,
107011,04/04/2013,Canada,Discount Stickers,Kaggle,753
107012,04/04/2013,Canada,Discount Stickers,Kaggle Tiers,527
107013,04/04/2013,Canada,Discount Stickers,Kerneler,273
107014,04/04/2013,Canada,Discount Stickers,Kerneler Dark Mode,466
107015,04/04/2013,Canada,Stickers for Less,Holographic Goose,
107016,04/04/2013,Canada,Stickers for Less,Kaggle,1480
107017,04/04/2013,Canada,Stickers for Less,Kaggle Tiers,1138
107018,04/04/2013,Canada,Stickers for Less,Kerneler,527
107019,04/04/2013,Canada,Stickers for Less,Kerneler Dark Mode,910
107020,04/04/2013,Canada,Premium Sticker Mart,Holographic Goose,232
107021,04/04/2013,Canada,Premium Sticker Mart,Kaggle,1787
107022,04/04/2013,Canada,Premium Sticker Mart,Kaggle Tiers,1351
107023,04/04/2013,Canada,Premium Sticker Mart,Kerneler,636
107024,04/04/2013,Canada,Premium Sticker Mart,Kerneler Dark Mode,1105
107025,04/04/2013,Finland,Discount Stickers,Holographic Goose,113
107026,04/04/2013,Finland,Discount Stickers,Kaggle,900
107027,04/04/2013,Finland,Discount Stickers,Kaggle Tiers,700
107028,04/04/2013,Finland,Discount Stickers,Kerneler,320
107029,04/04/2013,Finland,Discount Stickers,Kerneler Dark Mode,489
107030,04/04/2013,Finland,Stickers for Less,Holographic Goose,247
107031,04/04/2013,Finland,Stickers for Less,Kaggle,1731
107032,04/04/2013,Finland,Stickers for Less,Kaggle Tiers,1242
107033,04/04/2013,Finland,Stickers for Less,Kerneler,579
107034,04/04/2013,Finland,Stickers for Less,Kerneler Dark Mode,1026
107035,04/04/2013,Finland,Premium Sticker Mart,Holographic Goose,271
107036,04/04/2013,Finland,Premium Sticker Mart,Kaggle,1932
107037,04/04/2013,Finland,Premium Sticker Mart,Kaggle Tiers,1496
107038,04/04/2013,Finland,Premium Sticker Mart,Kerneler,732
107039,04/04/2013,Finland,Premium Sticker Mart,Kerneler Dark Mode,1333
107040,04/04/2013,Italy,Discount Stickers,Holographic Goose,75
107041,04/04/2013,Italy,Discount Stickers,Kaggle,554
107042,04/04/2013,Italy,Discount Stickers,Kaggle Tiers,354
107043,04/04/2013,Italy,Discount Stickers,Kerneler,194
107044,04/04/2013,Italy,Discount Stickers,Kerneler Dark Mode,321
107045,04/04/2013,Italy,Stickers for Less,Holographic Goose,156
107046,04/04/2013,Italy,Stickers for Less,Kaggle,968
107047,04/04/2013,Italy,Stickers for Less,Kaggle Tiers,792
107048,04/04/2013,Italy,Stickers for Less,Kerneler,371
107049,04/04/2013,Italy,Stickers for Less,Kerneler Dark Mode,684
107050,04/04/2013,Italy,Premium Sticker Mart,Holographic Goose,180
107051,04/04/2013,Italy,Premium Sticker Mart,Kaggle,1305
107052,04/04/2013,Italy,Premium Sticker Mart,Kaggle Tiers,946
107053,04/04/2013,Italy,Premium Sticker Mart,Kerneler,435
107054,04/04/2013,Italy,Premium Sticker Mart,Kerneler Dark Mode,743
107055,04/04/2013,Kenya,Discount Stickers,Holographic Goose,
107056,04/04/2013,Kenya,Discount Stickers,Kaggle,19
107057,04/04/2013,Kenya,Discount Stickers,Kaggle Tiers,14
107058,04/04/2013,Kenya,Discount Stickers,Kerneler,6
107059,04/04/2013,Kenya,Discount Stickers,Kerneler Dark Mode,11
107060,04/04/2013,Kenya,Stickers for Less,Holographic Goose,5
107061,04/04/2013,Kenya,Stickers for Less,Kaggle,38
107062,04/04/2013,Kenya,Stickers for Less,Kaggle Tiers,31
107063,04/04/2013,Kenya,Stickers for Less,Kerneler,13
107064,04/04/2013,Kenya,Stickers for Less,Kerneler Dark Mode,24
107065,04/04/2013,Kenya,Premium Sticker Mart,Holographic Goose,6
107066,04/04/2013,Kenya,Premium Sticker Mart,Kaggle,48
107067,04/04/2013,Kenya,Premium Sticker Mart,Kaggle Tiers,36
107068,04/04/2013,Kenya,Premium Sticker Mart,Kerneler,15
107069,04/04/2013,Kenya,Premium Sticker Mart,Kerneler Dark Mode,27
107070,04/04/2013,Norway,Discount Stickers,Holographic Goose,246
107071,04/04/2013,Norway,Discount Stickers,Kaggle,1797
107072,04/04/2013,Norway,Discount Stickers,Kaggle Tiers,1334
107073,04/04/2013,Norway,Discount Stickers,Kerneler,680
107074,04/04/2013,Norway,Discount Stickers,Kerneler Dark Mode,1181
107075,04/04/2013,Norway,Stickers for Less,Holographic Goose,435
107076,04/04/2013,Norway,Stickers for Less,Kaggle,3272
107077,04/04/2013,Norway,Stickers for Less,Kaggle Tiers,2879
107078,04/04/2013,Norway,Stickers for Less,Kerneler,1312
107079,04/04/2013,Norway,Stickers for Less,Kerneler Dark Mode,2314
107080,04/04/2013,Norway,Premium Sticker Mart,Holographic Goose,574
107081,04/04/2013,Norway,Premium Sticker Mart,Kaggle,4175
107082,04/04/2013,Norway,Premium Sticker Mart,Kaggle Tiers,3115
107083,04/04/2013,Norway,Premium Sticker Mart,Kerneler,1471
107084,04/04/2013,Norway,Premium Sticker Mart,Kerneler Dark Mode,2706
107085,04/04/2013,Singapore,Discount Stickers,Holographic Goose,119
107086,04/04/2013,Singapore,Discount Stickers,Kaggle,836
107087,04/04/2013,Singapore,Discount Stickers,Kaggle Tiers,690
107088,04/04/2013,Singapore,Discount Stickers,Kerneler,306
107089,04/04/2013,Singapore,Discount Stickers,Kerneler Dark Mode,606
107090,04/04/2013,Singapore,Stickers for Less,Holographic Goose,244
107091,04/04/2013,Singapore,Stickers for Less,Kaggle,1682
107092,04/04/2013,Singapore,Stickers for Less,Kaggle Tiers,1323
107093,04/04/2013,Singapore,Stickers for Less,Kerneler,637
107094,04/04/2013,Singapore,Stickers for Less,Kerneler Dark Mode,1045
107095,04/04/2013,Singapore,Premium Sticker Mart,Holographic Goose,294
107096,04/04/2013,Singapore,Premium Sticker Mart,Kaggle,2040
107097,04/04/2013,Singapore,Premium Sticker Mart,Kaggle Tiers,1693
107098,04/04/2013,Singapore,Premium Sticker Mart,Kerneler,746
107099,04/04/2013,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1239
107100,05/04/2013,Canada,Discount Stickers,Holographic Goose,
107101,05/04/2013,Canada,Discount Stickers,Kaggle,806
107102,05/04/2013,Canada,Discount Stickers,Kaggle Tiers,611
107103,05/04/2013,Canada,Discount Stickers,Kerneler,263
107104,05/04/2013,Canada,Discount Stickers,Kerneler Dark Mode,443
107105,05/04/2013,Canada,Stickers for Less,Holographic Goose,215
107106,05/04/2013,Canada,Stickers for Less,Kaggle,1618
107107,05/04/2013,Canada,Stickers for Less,Kaggle Tiers,1236
107108,05/04/2013,Canada,Stickers for Less,Kerneler,559
107109,05/04/2013,Canada,Stickers for Less,Kerneler Dark Mode,1010
107110,05/04/2013,Canada,Premium Sticker Mart,Holographic Goose,249
107111,05/04/2013,Canada,Premium Sticker Mart,Kaggle,1836
107112,05/04/2013,Canada,Premium Sticker Mart,Kaggle Tiers,1389
107113,05/04/2013,Canada,Premium Sticker Mart,Kerneler,645
107114,05/04/2013,Canada,Premium Sticker Mart,Kerneler Dark Mode,1089
107115,05/04/2013,Finland,Discount Stickers,Holographic Goose,113
107116,05/04/2013,Finland,Discount Stickers,Kaggle,833
107117,05/04/2013,Finland,Discount Stickers,Kaggle Tiers,664
107118,05/04/2013,Finland,Discount Stickers,Kerneler,334
107119,05/04/2013,Finland,Discount Stickers,Kerneler Dark Mode,536
107120,05/04/2013,Finland,Stickers for Less,Holographic Goose,227
107121,05/04/2013,Finland,Stickers for Less,Kaggle,1939
107122,05/04/2013,Finland,Stickers for Less,Kaggle Tiers,1558
107123,05/04/2013,Finland,Stickers for Less,Kerneler,658
107124,05/04/2013,Finland,Stickers for Less,Kerneler Dark Mode,1175
107125,05/04/2013,Finland,Premium Sticker Mart,Holographic Goose,280
107126,05/04/2013,Finland,Premium Sticker Mart,Kaggle,2088
107127,05/04/2013,Finland,Premium Sticker Mart,Kaggle Tiers,1697
107128,05/04/2013,Finland,Premium Sticker Mart,Kerneler,794
107129,05/04/2013,Finland,Premium Sticker Mart,Kerneler Dark Mode,1295
107130,05/04/2013,Italy,Discount Stickers,Holographic Goose,78
107131,05/04/2013,Italy,Discount Stickers,Kaggle,598
107132,05/04/2013,Italy,Discount Stickers,Kaggle Tiers,454
107133,05/04/2013,Italy,Discount Stickers,Kerneler,211
107134,05/04/2013,Italy,Discount Stickers,Kerneler Dark Mode,363
107135,05/04/2013,Italy,Stickers for Less,Holographic Goose,156
107136,05/04/2013,Italy,Stickers for Less,Kaggle,1196
107137,05/04/2013,Italy,Stickers for Less,Kaggle Tiers,889
107138,05/04/2013,Italy,Stickers for Less,Kerneler,423
107139,05/04/2013,Italy,Stickers for Less,Kerneler Dark Mode,670
107140,05/04/2013,Italy,Premium Sticker Mart,Holographic Goose,178
107141,05/04/2013,Italy,Premium Sticker Mart,Kaggle,1485
107142,05/04/2013,Italy,Premium Sticker Mart,Kaggle Tiers,1094
107143,05/04/2013,Italy,Premium Sticker Mart,Kerneler,515
107144,05/04/2013,Italy,Premium Sticker Mart,Kerneler Dark Mode,864
107145,05/04/2013,Kenya,Discount Stickers,Holographic Goose,
107146,05/04/2013,Kenya,Discount Stickers,Kaggle,18
107147,05/04/2013,Kenya,Discount Stickers,Kaggle Tiers,16
107148,05/04/2013,Kenya,Discount Stickers,Kerneler,6
107149,05/04/2013,Kenya,Discount Stickers,Kerneler Dark Mode,11
107150,05/04/2013,Kenya,Stickers for Less,Holographic Goose,5
107151,05/04/2013,Kenya,Stickers for Less,Kaggle,40
107152,05/04/2013,Kenya,Stickers for Less,Kaggle Tiers,30
107153,05/04/2013,Kenya,Stickers for Less,Kerneler,15
107154,05/04/2013,Kenya,Stickers for Less,Kerneler Dark Mode,26
107155,05/04/2013,Kenya,Premium Sticker Mart,Holographic Goose,6
107156,05/04/2013,Kenya,Premium Sticker Mart,Kaggle,45
107157,05/04/2013,Kenya,Premium Sticker Mart,Kaggle Tiers,37
107158,05/04/2013,Kenya,Premium Sticker Mart,Kerneler,17
107159,05/04/2013,Kenya,Premium Sticker Mart,Kerneler Dark Mode,35
107160,05/04/2013,Norway,Discount Stickers,Holographic Goose,244
107161,05/04/2013,Norway,Discount Stickers,Kaggle,1867
107162,05/04/2013,Norway,Discount Stickers,Kaggle Tiers,1341
107163,05/04/2013,Norway,Discount Stickers,Kerneler,672
107164,05/04/2013,Norway,Discount Stickers,Kerneler Dark Mode,1189
107165,05/04/2013,Norway,Stickers for Less,Holographic Goose,525
107166,05/04/2013,Norway,Stickers for Less,Kaggle,3812
107167,05/04/2013,Norway,Stickers for Less,Kaggle Tiers,2922
107168,05/04/2013,Norway,Stickers for Less,Kerneler,1358
107169,05/04/2013,Norway,Stickers for Less,Kerneler Dark Mode,2374
107170,05/04/2013,Norway,Premium Sticker Mart,Holographic Goose,574
107171,05/04/2013,Norway,Premium Sticker Mart,Kaggle,4610
107172,05/04/2013,Norway,Premium Sticker Mart,Kaggle Tiers,3520
107173,05/04/2013,Norway,Premium Sticker Mart,Kerneler,1589
107174,05/04/2013,Norway,Premium Sticker Mart,Kerneler Dark Mode,2726
107175,05/04/2013,Singapore,Discount Stickers,Holographic Goose,123
107176,05/04/2013,Singapore,Discount Stickers,Kaggle,922
107177,05/04/2013,Singapore,Discount Stickers,Kaggle Tiers,697
107178,05/04/2013,Singapore,Discount Stickers,Kerneler,315
107179,05/04/2013,Singapore,Discount Stickers,Kerneler Dark Mode,536
107180,05/04/2013,Singapore,Stickers for Less,Holographic Goose,242
107181,05/04/2013,Singapore,Stickers for Less,Kaggle,1921
107182,05/04/2013,Singapore,Stickers for Less,Kaggle Tiers,1325
107183,05/04/2013,Singapore,Stickers for Less,Kerneler,645
107184,05/04/2013,Singapore,Stickers for Less,Kerneler Dark Mode,1153
107185,05/04/2013,Singapore,Premium Sticker Mart,Holographic Goose,309
107186,05/04/2013,Singapore,Premium Sticker Mart,Kaggle,2237
107187,05/04/2013,Singapore,Premium Sticker Mart,Kaggle Tiers,1640
107188,05/04/2013,Singapore,Premium Sticker Mart,Kerneler,769
107189,05/04/2013,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1313
107190,06/04/2013,Canada,Discount Stickers,Holographic Goose,
107191,06/04/2013,Canada,Discount Stickers,Kaggle,880
107192,06/04/2013,Canada,Discount Stickers,Kaggle Tiers,680
107193,06/04/2013,Canada,Discount Stickers,Kerneler,324
107194,06/04/2013,Canada,Discount Stickers,Kerneler Dark Mode,544
107195,06/04/2013,Canada,Stickers for Less,Holographic Goose,229
107196,06/04/2013,Canada,Stickers for Less,Kaggle,1756
107197,06/04/2013,Canada,Stickers for Less,Kaggle Tiers,1366
107198,06/04/2013,Canada,Stickers for Less,Kerneler,585
107199,06/04/2013,Canada,Stickers for Less,Kerneler Dark Mode,985
107200,06/04/2013,Canada,Premium Sticker Mart,Holographic Goose,279
107201,06/04/2013,Canada,Premium Sticker Mart,Kaggle,1914
107202,06/04/2013,Canada,Premium Sticker Mart,Kaggle Tiers,1657
107203,06/04/2013,Canada,Premium Sticker Mart,Kerneler,693
107204,06/04/2013,Canada,Premium Sticker Mart,Kerneler Dark Mode,1234
107205,06/04/2013,Finland,Discount Stickers,Holographic Goose,116
107206,06/04/2013,Finland,Discount Stickers,Kaggle,1015
107207,06/04/2013,Finland,Discount Stickers,Kaggle Tiers,725
107208,06/04/2013,Finland,Discount Stickers,Kerneler,338
107209,06/04/2013,Finland,Discount Stickers,Kerneler Dark Mode,537
107210,06/04/2013,Finland,Stickers for Less,Holographic Goose,227
107211,06/04/2013,Finland,Stickers for Less,Kaggle,1930
107212,06/04/2013,Finland,Stickers for Less,Kaggle Tiers,1538
107213,06/04/2013,Finland,Stickers for Less,Kerneler,683
107214,06/04/2013,Finland,Stickers for Less,Kerneler Dark Mode,1050
107215,06/04/2013,Finland,Premium Sticker Mart,Holographic Goose,307
107216,06/04/2013,Finland,Premium Sticker Mart,Kaggle,2410
107217,06/04/2013,Finland,Premium Sticker Mart,Kaggle Tiers,1712
107218,06/04/2013,Finland,Premium Sticker Mart,Kerneler,890
107219,06/04/2013,Finland,Premium Sticker Mart,Kerneler Dark Mode,1311
107220,06/04/2013,Italy,Discount Stickers,Holographic Goose,79
107221,06/04/2013,Italy,Discount Stickers,Kaggle,582
107222,06/04/2013,Italy,Discount Stickers,Kaggle Tiers,460
107223,06/04/2013,Italy,Discount Stickers,Kerneler,217
107224,06/04/2013,Italy,Discount Stickers,Kerneler Dark Mode,365
107225,06/04/2013,Italy,Stickers for Less,Holographic Goose,150
107226,06/04/2013,Italy,Stickers for Less,Kaggle,1228
107227,06/04/2013,Italy,Stickers for Less,Kaggle Tiers,944
107228,06/04/2013,Italy,Stickers for Less,Kerneler,473
107229,06/04/2013,Italy,Stickers for Less,Kerneler Dark Mode,712
